ID,ServiceName,Level,Text,ReferenceNumber,RequestID,ProcessID,CreationDate
9CF460B5-9557-4C2F-B0AC-4A2D8DDCC6A0,App4aBirthCertificate@piba.gov.il,5,"ברגע שהגעתי לעמוד של הבקשה עצמה הכל עבד מעולה, אבל לקח לי כמה נסיונות להכניס סיסמא וקוד אימות, בהתחלה זה לא טען את העמוד של הבקשה אחרי סיסמא ואימות... ",539600,8CE303E0-5029-423F-912B-76C29975BA06,NULL,57:05.2
26DCDD3A-D8C7-4F5E-A9BE-29836288A23E,App4aBirthCertificate@piba.gov.il,4,כאשר אין את שם האב במערכת סימן שאינו ידוע. לכן הדרישה לכתוב את שם אביו של האב אינה אפשרית מפני שאינו ידוע.,538225,144FC92B-3C67-40D4-B8E9-FD107FF18467,NULL,57:13.1
6F5D5F12-E9B1-47F3-9E3F-34A5DF5AA3AF,App4aBirthCertificate@piba.gov.il,5,פשוט וישר לעניין,543464,F5DA8E34-923E-4DC9-8826-E28FFBAE9F16,NULL,36:16.4
49CCC853-8B11-448C-8DEE-37E51E056496,App4aBirthCertificate@piba.gov.il,5,מאוד נוח וברור,534438,1A764A6F-99CA-4047-8888-0A0EA82C3370,NULL,20:33.3
94B9779A-0678-420E-A0AD-4E30E7768385,App4aBirthCertificate@piba.gov.il,5,קל ,542221,DC43FAF7-4522-4697-8CB0-D8ECBC46B99E,NULL,44:12.0
BC9D852B-8F28-4EA1-9652-22C747839D35,App4aBirthCertificate@piba.gov.il,5,100,537525,9E85DB7D-8C7C-4ABF-8C54-D4D6A9C4C098,NULL,34:13.0
DD426F5A-24BE-45B9-82AE-34BA0F5E48C7,App4aBirthCertificate@piba.gov.il,5,הכל טוב,546428,F838830A-23CE-45BE-8194-0D7102938F95,NULL,22:11.5
75B4FE3B-C815-4D3E-93E5-010BBEEF18A5,App4aBirthCertificate@piba.gov.il,5,מצויין,550206,B35A9088-ECAA-489E-A3DA-31981512A005,NULL,56:22.5
2B6ACCE1-D2E5-4749-B41E-50291664F1E0,App4aBirthCertificate@piba.gov.il,1,התעודה שהזמנתי לא הגיעה בדואר ולכן מצריך להגיש ולהמתין שוב,547032,C46E6508-0941-4F89-9D3C-39A97732081B,NULL,30:39.3
5AF638E2-2AF0-4269-BBD8-2668F4CDE0A8,App4aBirthCertificate@piba.gov.il,5,תודה,548839,22C18039-8436-4259-B38A-DC7C4B671359,NULL,59:42.0
92ED1527-4A65-4C17-AE30-37A06162A8EA,App4aBirthCertificate@piba.gov.il,5,רישום מספר העתקים מבוקשים,536985,0BA57770-3C35-4A24-AC3D-8F5D3083F8D7,NULL,56:02.0
36BCBD9D-9146-4D0A-8E32-075716BE1788,App4aBirthCertificate@piba.gov.il,5,"לא הבנתי למה יש צורך במילוי כל הפרטים של היילוד כאשר מבקשים להנפיק תעודת לידה בעברית+אנגלית.
מספר תעודת זהות אמור להספיק לכם בשביל למלא את שאר הפרטים באופן אוטומטי.
אם יש הסבר אחר, אולי כדאי שתרשמו אותו בדף האינטרנט הזה - כדי שנוכל להבין את הדרישה הזו.",540056,E4A17D5A-117D-42AE-BC07-C33231CC6D23,NULL,43:02.4
895BB198-4B07-450E-8717-51D55EE6AA75,App4aBirthCertificate@piba.gov.il,5,קליל ביותר,546780,630A9B5D-6B8F-49DE-9273-C438B0F99913,NULL,49:06.6
DA769BC7-BBDF-477B-86C2-2D4CE7053EFB,App4aBirthCertificate@piba.gov.il,5,הכל טוב,534307,20E85AE1-C216-45AF-868B-8AD59A010CC9,NULL,35:41.4
44055DD2-AEC5-4A7C-B870-209EB48FD259,App4aBirthCertificate@piba.gov.il,5,קל להבין ולמלא.,537773,A52830AF-43B4-4C6D-92AD-14EA64E0BD4C,NULL,51:41.0
BC862571-6EE9-40B7-A059-0844FF7C5595,App4aBirthCertificate@piba.gov.il,5,"השדה ""שם משפחת אבי האם"" לא בהלימה במיקום לשדה ""שם משפחת אבי האב"" זה מבלבל.",543818,0651F0CB-DB41-47D5-A636-2BCBDD3119F1,NULL,27:42.5
710134CA-1F83-4C76-9EFB-5B10F5E5494E,App4aBirthCertificate@piba.gov.il,5,"ממילא אתם שולחים את הנתונים כפי שרשומים במרשם האוכלוסין, ולא לפי מה שהאזרח רושם בטופס, אז למה להטריח למלא את כל השדות",550277,833146E5-F92A-4DD2-8E57-91B48ECB2BB6,NULL,16:59.5
4087DF98-A1E0-4426-8719-32CAE1DA4A57,App4aBirthCertificate@piba.gov.il,1,"כבר ביקשתי 5 פעמים ולא נשלח לי בדואר
מה צריך לעשות כדי לקבל את התעודה?",545992,539923FE-A204-46E6-B65E-86E9DC38C501,NULL,09:01.1
CD5AB0C5-43D9-42AD-9987-245FBF9873E7,App4aBirthCertificate@piba.gov.il,5,שירות מצוין,536308,B838C1CF-B6A7-4199-949A-CE13F662D5B5,NULL,58:44.2
DA87750F-1E0C-4B46-865B-1788536BFDF6,App4aBirthCertificate@piba.gov.il,5,הכל נגיש מוסבר היטב וקל לתפעול,534456,220A902F-3FAF-4995-B5B3-B22BCA37DE9E,NULL,37:12.3
0C7A99D2-B760-455C-ABE0-6948194A41A4,App4aBirthCertificate@piba.gov.il,5,נוח מאד וידידותי למשתמש :),541777,5B28A806-4B4C-4B9C-995E-8D3367BCDD6F,NULL,37:57.0
9CFEB749-F487-4521-8461-344523EC9BC0,App4aBirthCertificate@piba.gov.il,5,"אני צריך שני העתקים של תעודת הלידה שלי. היה טוב אם יש מקום בטופס בו אפשר לציין כמה העתקים צריך במקום שאמלא את הטופס פעמיים.

חוץ מזה, אמור להיות למשרדי הממשלה את כל הפרטים שלי אז עולה השאלה למה אני צריך למלא אותם?

תודה,
עידן",549303,E6DFAFD6-8E8D-45D5-AF8C-7507F68BB899,NULL,07:09.9
2BF11344-32C4-44ED-B7C4-24C779C34D4E,App4aBirthCertificate@piba.gov.il,5,תודה רבה,549160,D8852084-D73B-4CEF-B10E-D04B535CEA62,NULL,52:41.0
2F02C93B-A66B-44BF-A3E3-188C9D9E49C5,App4aBirthCertificate@piba.gov.il,3,קשה לדעת את שמות ההורים והסבים ,544981,93DB3260-E999-445F-9AE1-A6CCF107D580,NULL,21:44.1
1D8CEB5C-042A-482B-B081-6959B6ECEAE0,App4aBirthCertificate@piba.gov.il,5,מהיר וברור!,533930,B1BAEF5E-9144-4BEA-A788-60DF0E3D07E6,NULL,48:07.7
4D82E79A-63D7-4439-92A2-37273D06CE15,App4aBirthCertificate@piba.gov.il,4,"לא כל כך היה ברור לי השדות של אבות האב והאם, 
ולא בטולה אם מילאתי נכון",539581,DEE3B962-0C8C-4AC4-92AA-F5074CD550A1,NULL,27:38.9
99594D11-8838-4D8A-9E19-25BE715E74E1,App4aBirthCertificate@piba.gov.il,5,"קליל , נעים ומאוד נגיש :) ",535195,15A34099-88A2-47B0-B336-F759F431B444,NULL,21:25.5
8294E06E-672C-4E00-9649-198387B4E9E0,App4aBirthCertificate@piba.gov.il,4,לא ברור במילוי שמות המשפחה שבינתיים הוחלפו האם יש למלא פרטים עדכניים או את השמות הקודמים,550721,9D80B217-9652-4A8F-8DDB-CD0A8A27CD65,NULL,30:07.7
5F70AB8A-742D-467D-9C0D-6CF4DFA3F527,App4aBirthCertificate@piba.gov.il,2,"עבורי - צריך להיות ראשון.
לא ברור מדוע לא ניתן להפיק תעודה דו לשונית באופן מיידי",546578,893A1132-424C-46B8-9203-C41225F7DF67,NULL,06:48.1
9B91F106-BC2E-43C0-B1BA-637399964504,App4aBirthCertificate@piba.gov.il,5,האתר מעולה מאוד עוזר תמשיכו ככה,546750,3767F724-4C49-4DAA-9073-1CDDFAAFA239,NULL,06:02.0
8D585267-1ACA-43CA-A3FE-2A19CC6F4BED,App4aBirthCertificate@piba.gov.il,5,תודה,548834,F94A7A6C-AB0C-4423-839C-94D66734D74D,NULL,51:46.3
58AD1C43-6BD5-4685-841C-58DBF0CD62C1,App4aBirthCertificate@piba.gov.il,3,"ברצוני לשנות בטופס את מען הדוא""ל ואת שם משפחתי בעת הלידה, שיהי שונה מן הנוכחי. אך הטופס לא מאפשר לי!",540494,EEC95900-51E6-4492-AA7F-E1D3227ADDFD,NULL,54:30.1
8283F9F4-82B2-4E52-A5F5-6F591F22A691,App4aBirthCertificate@piba.gov.il,5,שלחתי בעמים רוצה לחליף שם,542172,08E83D3A-CDF6-41E9-87B2-A69D619A9883,NULL,21:21.6
5A02B10A-0319-44B2-8E37-591CF933393F,App4aBirthCertificate@piba.gov.il,5,"אם אין אב במרשם האוכלוסין, אין לו גם שם משפחה",535673,21BF548D-5980-4165-B3F4-1A52557ECC58,NULL,46:13.9
65B6FF95-670E-49BA-A871-103FE4EDCC56,App4aBirthCertificate@piba.gov.il,3,אני מעוניין בעותק תעודת הלידה שלי. באפשרויות לא מסומנת אפשרות בחירה כזו אלא רק של בן משפחה בקרבה ראשונה.,546961,644A54B2-C853-459C-9D2F-68CAD05D0E1E,NULL,53:25.8
020AA052-2FED-4797-9395-4FEB51A34917,App4aBirthCertificate@piba.gov.il,5,מצוין,538407,26680928-E29C-492A-A004-06A77F86C24B,NULL,34:12.9
593F5490-5EF6-42B4-916F-72ADEB12765E,App4aBirthCertificate@piba.gov.il,5,"הכל טוב
",545730,111D75AB-9874-45ED-9A28-1FE110811EB0,NULL,06:27.9
C2F8DA60-0432-4037-84FF-5B74796F5A64,App4aBirthCertificate@piba.gov.il,4,היה כיף. רק איפה התעודה הדיגטלית שהבטחתם??,548663,4A2788E1-A895-4148-9F9B-74E39A134A78,NULL,33:47.2
E05A2B84-0418-4642-A640-184A4AC6F295,App4aBirthCertificate@piba.gov.il,5,קל ומהיר,550707,3EAD379C-6911-4496-8F9C-9EB77809D384,NULL,03:37.6
A433B47E-863B-4DF0-A972-3A1A58102C0D,App4aBirthCertificate@piba.gov.il,3,"היה קשה להכנס, עשיתי כל מה שביקשו ואז קיבלתי הודעה שאי אפשר להכנס אולי הכתובת לא נכונה. היה מעיק ומסורבל",538438,44E4900B-74B3-42C7-B393-4517B99DEED0,NULL,59:57.6
EBD81656-119F-4FD4-AEF7-748BFBFC0D74,App4aBirthCertificate@piba.gov.il,5,מהיר נוח וברור !!!,549408,09BDDB92-CD22-4FBD-BF8B-3456ADABA9DD,NULL,44:43.1
A247D579-12E4-47D4-80D0-6CA0593D3172,App4aBirthCertificate@piba.gov.il,5,קל ופשוט - תודה רבה!,541450,510E7452-11FE-41C7-942F-F490518F2252,NULL,45:09.5
C0C455CA-101B-4BFA-B331-049CE660A97F,App4aBirthCertificate@piba.gov.il,5,תהליך רישום לאתר רצוי שיהיה יותר ידידותי.,536856,844E0E12-17E1-458E-A5A9-D7EABC75CB4A,NULL,06:42.0
3213D4BB-7944-4DB6-B870-41C35057A993,App4aBirthCertificate@piba.gov.il,5,לא ברור שהטופס נשלח הבייתה. (כאשר לא מספיק טופס מכוון),549637,25A7A2C0-4A5F-45FF-BC9C-D4D11F3A52FD,NULL,43:24.6
289720D2-B67B-4EB0-9DBB-75BDA1E2AB48,App4aBirthCertificate@piba.gov.il,5,"ממשק טכנולוגי מתקדם ברמה גבוהה 
נוח ונגיש 
",535917,12165BA2-AAF9-4E51-9F1E-CBCD7A6DEC0A,NULL,34:14.7
5C8DE91D-8F81-4E9C-B979-733E261967EB,App4aBirthCertificate@piba.gov.il,5,תודה!,548854,AFAC9A8A-1920-446D-9518-7A4C93778477,NULL,20:17.0
8951C692-1333-4544-A904-08C9967A8703,App4aBirthCertificate@piba.gov.il,5,"הייטקס אתם, תענוג ",536247,8AF22F62-9486-481D-8364-EB5AC45A65A5,NULL,59:03.9
F6E311E4-E802-4CDA-941D-42C0AAE85C72,App4aBirthCertificate@piba.gov.il,5,תודה,548848,EDF5ADA7-73D3-411D-956B-81A644BD3FF3,NULL,16:02.1
8C45B105-DCFD-4B60-9910-125724D8D398,App4aBirthCertificate@piba.gov.il,1,שירת,539196,EBE3724B-0ED1-44F5-8F03-D52DCD5BD198,NULL,17:46.6
A063400C-A335-4683-A34B-3E3CAA42B021,App4aBirthCertificate@piba.gov.il,4,יותר מדי קודים לנייד....,544338,662F9594-487F-49BA-92B9-40FF25E5024A,NULL,26:10.4
E98626E1-8A59-4CFF-8CA6-3E85D5FCD22F,App4aBirthCertificate@piba.gov.il,2,נוחות משתמש,541482,81DD37F1-CD86-4E42-8C6E-1DA023753070,NULL,17:04.5
